GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
0400000US48,48,Texas,27469114,*****,20587917,39722,3298173,17739,132948,9458,1248823,9581,20071,2687,1489855,35287,691327,21395,151197,11061,540130,18204
5001400US4801,4801,"Congressional District 1 (114th Congress), Texas",715761,4166,555148,5329,128512,3544,1676,901,7624,806,5,11,10655,3336,12141,3410,1785,813,10356,3310
5001400US4802,4802,"Congressional District 2 (114th Congress), Texas",753863,25196,506873,22846,88458,9861,3250,1998,60306,8432,220,266,74465,10019,20291,4010,6634,2645,13657,2627
5001400US4803,4803,"Congressional District 3 (114th Congress), Texas",819626,5738,576314,7551,72287,4936,6211,1584,122456,3006,741,211,18832,3655,22785,2935,4551,1526,18234,2647
5001400US4804,4804,"Congressional District 4 (114th Congress), Texas",725212,5993,582296,7390,76981,3411,6955,1605,6591,1086,133,137,31837,4161,20419,2977,3294,1420,17125,2641
5001400US4805,4805,"Congressional District 5 (114th Congress), Texas",743878,13569,555400,12807,115318,8716,2599,865,15108,3348,308,335,39553,7281,15592,2472,3026,964,12566,2240
5001400US4806,4806,"Congressional District 6 (114th Congress), Texas",742999,11942,487734,12512,153479,8777,5661,2228,36287,5885,1296,726,35674,6615,22868,3668,4568,1857,18300,3520
5001400US4807,4807,"Congressional District 7 (114th Congress), Texas",777640,24967,540604,21515,94722,11102,899,772,80182,6730,117,136,40419,7568,20697,4286,4910,2247,15787,3843
5001400US4808,4808,"Congressional District 8 (114th Congress), Texas",802187,10758,651072,10912,63616,6450,5196,2749,23507,3672,100,156,28303,7004,30393,5845,3134,1764,27259,5999
5001400US4809,4809,"Congressional District 9 (114th Congress), Texas",782554,25127,284312,17405,297672,15953,1961,1173,93683,8226,696,717,93940,12827,10290,2552,3201,1333,7089,1990
5001400US4810,4810,"Congressional District 10 (114th Congress), Texas",792770,18138,584533,17194,88867,7738,2684,1160,45286,6873,195,298,51534,9138,19671,4269,5479,3265,14192,2740
5001400US4811,4811,"Congressional District 11 (114th Congress), Texas",761153,5768,674009,8182,28421,2059,2492,929,8208,878,362,261,30527,4661,17134,3051,3532,1664,13602,2271
5001400US4812,4812,"Congressional District 12 (114th Congress), Texas",788381,16459,634544,16880,66255,6468,5002,1658,31483,5767,1793,1201,26841,5895,22463,3251,4117,1262,18346,3073
5001400US4813,4813,"Congressional District 13 (114th Congress), Texas",707365,5476,608286,7042,37404,2557,5537,1461,15239,1169,725,564,19100,3871,21074,3088,4566,1330,16508,2832
5001400US4814,4814,"Congressional District 14 (114th Congress), Texas",739877,6845,529292,7988,146451,5263,2514,1039,19595,4305,268,258,22603,4610,19154,4443,6801,3633,12353,3129
5001400US4815,4815,"Congressional District 15 (114th Congress), Texas",766342,14486,635560,14216,16199,1332,1945,1519,8139,1987,200,211,93333,9181,10966,2816,5549,2459,5417,1512
5001400US4816,4816,"Congressional District 16 (114th Congress), Texas",741162,5656,622206,11083,31393,2277,5020,1898,10612,1015,75,125,56598,7276,15258,3464,5418,2285,9840,2414
5001400US4817,4817,"Congressional District 17 (114th Congress), Texas",750140,9191,565093,8759,99567,5344,3416,1866,37839,3920,112,118,24058,4718,20055,3605,2499,1255,17556,3197
5001400US4818,4818,"Congressional District 18 (114th Congress), Texas",764622,25952,381474,19715,278538,13682,2727,2361,29771,5300,266,290,59165,7791,12681,2931,5373,2028,7308,1965
5001400US4819,4819,"Congressional District 19 (114th Congress), Texas",725517,5860,600553,8758,43313,3624,7403,2808,9487,998,277,306,42717,5085,21767,3481,5394,1646,16373,3271
5001400US4820,4820,"Congressional District 20 (114th Congress), Texas",774521,16903,639628,15825,46589,6412,8547,4481,23031,3664,1231,988,31271,5110,24224,3648,6563,2456,17661,2579
5001400US4821,4821,"Congressional District 21 (114th Congress), Texas",771369,16628,660352,16110,31532,5075,2512,1010,28798,3926,785,518,22585,4591,24805,4895,2818,1130,21987,4638
5001400US4822,4822,"Congressional District 22 (114th Congress), Texas",861570,19982,521647,15547,119408,15178,3562,1735,155780,6053,95,120,33284,6365,27794,5019,6356,2494,21438,4155
5001400US4823,4823,"Congressional District 23 (114th Congress), Texas",747732,18394,633568,18637,23581,4268,5010,1611,11285,2037,95,130,63765,6552,10428,2139,2257,1099,8171,1687
5001400US4824,4824,"Congressional District 24 (114th Congress), Texas",779968,10667,514185,11770,81222,8536,3756,1330,105649,6950,2270,1260,46494,6452,26392,3650,5101,1681,21291,3174
5001400US4825,4825,"Congressional District 25 (114th Congress), Texas",762034,12944,641246,13216,54062,5959,3128,930,20204,3049,4521,2203,14138,3500,24735,4038,2361,736,22374,4000
5001400US4826,4826,"Congressional District 26 (114th Congress), Texas",818125,11412,642089,14041,67318,4709,3072,1125,52903,4479,0,214,27108,5966,25635,3751,5128,2143,20507,2859
